City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Tucuman,AR,-26.8241,-65.2226,64.4,82,40,1.14,scattered clouds
462,Crestview,US,30.7621,-86.5705,74.91,79,75,8.99,moderate rain
463,Chara,RU,56.9064,118.2631,17.71,70,99,3.2,overcast clouds
464,Santiago Del Estero,AR,-27.7951,-64.2615,63.41,53,3,5.97,clear sky
465,San Rafael Del Sur,NI,11.8485,-86.4384,86.97,50,7,3.4,clear sky
466,Cortes,ES,41.9395,-1.4396,59.05,56,0,18.37,clear sky
467,Kralendijk,BQ,12.15,-68.2667,80.58,78,20,23.02,few clouds
468,Sorland,NO,67.667,12.6934,42.21,98,100,20.74,light rain
469,Karratha,AU,-20.7377,116.8463,89.55,37,11,4.36,few clouds
470,Ust-Kulom,RU,61.6864,53.6902,18.16,97,97,2.24,overcast clouds
471,Burnie,AU,-41.0667,145.9167,65.14,78,100,5.23,overcast clouds
472,Dayong,CN,25.0209,118.2898,64.83,53,79,3.67,broken clouds
473,Macheng,CN,31.1783,115.0319,59.76,58,97,1.12,overcast clouds
474,Ust-Tsilma,RU,65.441,52.1498,24.78,96,100,5.66,overcast clouds
475,Kuznechnoye,RU,61.12,29.8686,27.0,90,31,3.06,scattered clouds
476,Yushan,CN,31.3776,120.9543,60.98,47,100,4.23,overcast clouds
477,Kahului,US,20.8947,-156.47,78.82,57,40,10.36,scattered clouds
478,Yumen,CN,40.2833,97.2,44.55,26,0,6.15,clear sky
479,Bandraboua,YT,-12.7044,45.1223,82.08,71,6,11.63,clear sky
480,Diebougou,BF,10.9667,-3.25,79.38,55,100,1.68,overcast clouds
481,Dingle,PH,10.9995,122.6711,82.98,75,100,8.23,overcast clouds
482,Jega,NG,12.2175,4.3792,86.38,41,34,4.7,scattered clouds
483,Sayyan,YE,15.1718,44.3244,59.41,29,7,1.23,clear sky
484,Rocha,UY,-34.4833,-54.3333,54.28,90,0,1.86,clear sky
485,Hasaki,JP,35.7333,140.8333,57.6,54,100,9.26,overcast clouds
486,Kargil,IN,34.5667,76.1,29.55,52,1,2.42,clear sky
487,Pochutla,MX,15.7432,-96.4661,86.83,62,9,7.23,clear sky
488,Tiznit,MA,29.5833,-9.5,74.39,23,10,4.03,clear sky
489,Ust-Tarka,RU,55.5672,75.705,46.51,70,89,8.03,overcast clouds
490,Alice Springs,AU,-23.7,133.8833,83.75,21,100,8.05,overcast clouds
491,Kharp,RU,66.8014,65.8081,8.94,91,89,7.4,overcast clouds
492,Compiegne,FR,49.4179,2.8261,50.76,75,4,4.79,clear sky
493,Bonfim,BR,3.0833,-59.95,81.37,64,90,8.88,overcast clouds
494,Rio Gallegos,AR,-51.6226,-69.2181,46.45,93,0,9.22,clear sky
495,Santa Adelia,BR,-21.2428,-48.8042,58.77,78,0,8.01,clear sky
496,Waingapu,ID,-9.6567,120.2641,84.47,74,47,7.23,light rain
497,Gamba,GA,-2.65,10.0,76.46,92,48,2.93,light rain
498,Dolores,AR,-36.3132,-57.6792,55.44,92,96,6.29,overcast clouds
499,Abu Dhabi,AE,24.4667,54.3667,84.31,61,0,6.91,clear sky
500,Montepuez,MZ,-13.1256,38.9997,67.42,99,31,5.57,scattered clouds
501,Halifax,CA,44.6453,-63.5724,48.69,68,100,18.41,overcast clouds
502,Ojinaga,MX,29.5667,-104.4167,87.57,12,0,0.0,clear sky
503,Qarqin,AF,37.4185,66.0436,67.32,39,80,7.78,broken clouds
504,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,88,40,9.53,scattered clouds
505,Soe,ID,-9.8607,124.284,77.9,65,58,3.96,broken clouds
506,Ixtapa,MX,20.7,-105.2,78.22,78,40,11.5,scattered clouds
507,Changtu,CN,42.7788,124.0955,57.13,25,99,5.1,overcast clouds
508,Emerald,AU,-23.5333,148.1667,77.34,44,0,10.36,clear sky
509,Male,MV,4.1748,73.5089,84.15,79,20,6.91,few clouds
510,Kargasok,RU,59.0556,80.8572,43.77,95,100,8.79,overcast clouds
511,Namibe,AO,-15.1961,12.1522,72.3,75,63,7.2,broken clouds
512,Galesong,ID,-5.3166,119.3661,75.22,78,34,7.72,moderate rain
513,Araouane,ML,18.9048,-3.5265,74.01,16,0,11.16,clear sky
514,Praya,CV,14.9215,-23.5087,69.8,81,30,11.92,scattered clouds
515,Quatre Cocos,MU,-20.2078,57.7625,76.08,83,69,13.58,light rain
516,Ternate,ID,0.8,127.4,83.32,75,60,5.79,broken clouds
517,Verkh-Usugli,RU,52.7,115.1667,33.78,36,100,3.04,overcast clouds
518,Olafsvik,IS,64.8945,-23.7142,43.92,97,100,12.26,light rain
519,Krasnoselkup,RU,65.7,82.4667,17.33,93,100,16.67,overcast clouds
520,Krasnoye,UA,49.9145,24.6134,29.98,95,12,6.96,few clouds
521,Ruteng,ID,-8.6136,120.4721,72.82,72,28,0.56,scattered clouds
522,Lumphat,KH,13.4878,106.9816,79.36,77,100,5.03,overcast clouds
523,Tilichiki,RU,60.4667,166.1,30.24,89,78,5.73,broken clouds
524,Sobolevo,RU,54.4299,31.8996,30.6,86,94,12.24,overcast clouds
525,Half Moon Bay,US,37.4636,-122.4286,65.53,67,0,16.11,clear sky
526,Gambela,ET,8.25,34.5833,74.41,84,100,4.27,overcast clouds
527,Port Lincoln,AU,-34.7333,135.8667,66.11,80,100,10.09,overcast clouds
528,Bud,US,39.447,-86.1758,53.55,40,12,10.74,few clouds
529,Kirkwood,US,38.5834,-90.4068,54.72,42,75,10.36,broken clouds
530,Sabha,LY,27.0377,14.4283,67.08,30,0,15.73,clear sky
531,Dunedin,NZ,-45.8742,170.5036,55.8,63,93,8.01,overcast clouds
532,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,59.94,81,77,4.16,broken clouds
533,Bandarbeyla,SO,9.4942,50.8122,80.71,80,49,6.31,scattered clouds
534,Vila Velha,BR,-20.3297,-40.2925,75.15,78,0,14.0,clear sky
535,Yuzhnouralsk,RU,54.4418,61.2536,31.15,83,22,5.93,few clouds
536,Grindavik,IS,63.8424,-22.4338,46.35,100,75,13.8,broken clouds
537,Kamakwie,SL,9.5,-12.2333,77.4,63,11,5.77,few clouds
538,Khonsa,IN,27.0167,95.5667,67.23,81,12,1.3,few clouds
539,Guerrero Negro,MX,27.9769,-114.0611,62.58,75,64,22.5,broken clouds
540,Riyadh,SA,24.6877,46.7219,71.74,26,1,9.82,clear sky
541,Arrifes,PT,37.7667,-25.7,59.25,88,20,10.36,few clouds
542,Chicama,PE,-7.8447,-79.1469,63.14,79,43,5.64,scattered clouds
543,Huarmey,PE,-10.0681,-78.1522,67.71,83,99,10.11,overcast clouds
544,Marsa Matruh,EG,31.3525,27.2453,73.6,31,0,13.8,clear sky
545,Derzhavinsk,KZ,51.1,66.3167,46.67,73,97,7.76,overcast clouds
546,Achutupo,PA,9.2,-77.9833,79.52,86,97,8.5,overcast clouds
547,Taltal,CL,-25.4,-70.4833,62.55,74,0,4.07,clear sky
548,Penzance,GB,50.1186,-5.5371,50.68,88,95,13.91,overcast clouds
549,Saint-Pierre,RE,-21.3393,55.4781,76.68,78,0,12.66,clear sky
550,Grand Forks,US,47.9417,-97.4337,25.79,76,7,6.33,clear sky
551,Shitanjing,CN,39.2342,106.3439,45.23,35,48,24.63,scattered clouds
552,Ulagan,RU,50.6321,87.9563,38.82,55,0,2.71,clear sky
553,Alugan,PH,12.2188,125.4808,81.37,78,91,5.91,overcast clouds
554,Hobyo,SO,5.3505,48.5268,82.53,77,9,13.82,clear sky
555,Bergen,NO,60.392,5.328,43.21,76,0,9.22,clear sky
556,Lokosovo,RU,61.1333,74.8167,26.02,81,100,9.82,overcast clouds
557,Grand Gaube,MU,-20.0064,57.6608,77.38,87,71,5.99,broken clouds
558,Hami,CN,42.8,93.45,54.75,22,0,7.38,clear sky
559,Tautira,PF,-17.7333,-149.15,79.92,74,6,9.6,light rain
560,Taoudenni,ML,22.6783,-3.9836,75.36,22,0,13.06,clear sky
561,Businga,CD,3.3333,20.8833,71.62,88,76,2.35,broken clouds
562,Pangoa,PE,-12.1167,-73.0,71.33,86,99,1.79,overcast clouds
563,Oistins,BB,13.0667,-59.5333,78.89,78,75,18.41,broken clouds
564,Kemalpasa,TR,38.4262,27.4173,55.98,57,100,3.24,light rain
565,Aswan,EG,24.0934,32.907,79.9,13,0,4.61,clear sky
566,Port Lavaca,US,28.615,-96.6261,80.92,82,100,11.5,overcast clouds
567,Haflong,IN,25.1833,93.0333,72.27,78,11,3.51,few clouds
568,High Level,CA,58.5169,-117.136,28.51,64,100,17.27,light snow
569,Kristiansund,NO,63.1115,7.732,39.85,93,100,4.61,overcast clouds
570,Kamphaeng Phet,TH,16.25,99.5,86.9,49,5,1.52,clear sky
571,Leningradskiy,RU,69.3833,178.4167,13.64,88,96,9.17,overcast clouds
572,Kangaatsiaq,GL,68.3065,-53.4641,-2.7,96,40,6.04,scattered clouds
573,Hokitika,NZ,-42.7167,170.9667,63.23,56,100,3.02,overcast clouds
574,Niedernhausen,DE,50.15,8.3167,43.47,52,0,9.22,clear sky
575,Hanyang,CN,32.1371,105.5126,50.97,79,100,2.68,overcast clouds
576,Enid,US,36.3956,-97.8784,56.08,40,100,14.97,overcast clouds
577,Nova Olinda Do Norte,BR,-3.8881,-59.0942,75.4,96,100,1.92,overcast clouds
578,Kamenka,RU,51.3223,42.7678,50.5,79,100,11.43,overcast clouds
579,Santa Cruz,BO,-17.8,-63.1667,69.26,64,75,11.5,broken clouds
580,Sfantu Gheorghe,RO,45.8667,25.7833,37.92,94,100,7.52,overcast clouds
581,Vanimo,PG,-2.6741,141.3028,85.66,67,48,4.56,scattered clouds
582,Saposoa,PE,-6.934,-76.7716,77.22,79,100,2.08,overcast clouds
583,Madhipura,IN,25.9167,86.7833,79.56,69,28,13.71,scattered clouds
584,Santa Marta,CO,11.2408,-74.199,89.65,58,40,10.36,scattered clouds
585,Yaan,NG,7.3833,8.5667,79.16,73,94,4.61,light rain
586,Jeremie,HT,18.65,-74.1167,75.74,84,99,6.44,overcast clouds
587,Mezen,RU,65.8522,44.24,30.2,98,100,6.22,light snow
588,Inyonga,TZ,-6.7167,32.0667,62.22,95,100,3.71,overcast clouds
589,Kohlu,PK,29.8962,69.252,71.76,9,100,5.32,overcast clouds
590,Emilio Carranza,MX,19.9711,-96.6114,79.36,81,2,10.92,clear sky
591,Kozulka,UA,50.0351,23.797,30.16,88,12,7.36,few clouds
592,Almaznyy,RU,48.0448,40.045,47.37,80,100,6.08,overcast clouds
593,Shenjiamen,CN,29.9576,122.298,57.2,58,69,8.32,broken clouds
594,Merauke,ID,-8.4667,140.3333,82.74,74,100,4.45,overcast clouds
595,Ojhar,IN,20.1,73.9333,72.46,45,0,7.16,clear sky
596,Coos Bay,US,43.3665,-124.2179,51.24,78,20,13.8,few clouds
597,Klaksvik,FO,62.2266,-6.589,47.32,96,100,23.85,light rain
598,Porto Novo,BJ,6.4965,2.6036,80.1,81,100,4.88,overcast clouds
599,Teya,RU,60.3778,92.6267,41.29,96,100,9.86,overcast clouds
600,Oranmore,IE,53.2683,-8.92,51.76,96,100,9.66,overcast clouds
601,Aasiaat,GL,68.7098,-52.8699,-5.28,97,17,5.3,few clouds
602,Vao,NC,-22.6667,167.4833,76.69,70,0,7.9,clear sky
603,Xapuri,BR,-10.6517,-68.5044,74.21,83,71,2.37,broken clouds
604,Savinka,RU,50.0785,47.0994,51.22,66,100,7.38,overcast clouds
605,Pangnirtung,CA,66.1451,-65.7125,-0.9,92,100,6.42,overcast clouds
606,Santa Maria,BR,-29.6842,-53.8069,58.3,88,40,4.61,scattered clouds
607,Meadow Lake,US,34.8014,-106.5436,78.28,5,7,25.32,clear sky
608,Birin,NP,26.8865,88.0718,63.28,42,1,2.82,clear sky
609,College,US,64.8569,-147.8028,35.55,31,20,14.97,few clouds
610,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,73,0,9.22,clear sky
611,Shubarshi,KZ,48.5872,57.1869,46.99,77,8,4.65,clear sky
612,Slave Lake,CA,55.2834,-114.769,35.58,48,100,11.5,overcast clouds
613,Walvis Bay,NA,-22.9575,14.5053,55.09,100,6,3.44,clear sky
614,Todos Santos,MX,23.45,-110.2167,69.44,71,100,7.72,overcast clouds
615,Sioux Lookout,CA,50.1001,-91.917,26.67,63,75,8.05,broken clouds
616,Igarka,RU,67.4667,86.5833,20.52,91,100,19.98,overcast clouds
617,Pangody,RU,65.85,74.4859,10.87,94,100,15.55,overcast clouds
618,Littleton,US,39.6133,-105.0166,57.45,33,75,10.36,broken clouds
619,Barcelos,PT,41.5388,-8.6151,57.92,91,91,1.45,overcast clouds
620,Boca Do Acre,BR,-8.7522,-67.3978,74.26,90,100,1.7,overcast clouds
621,Cividale Del Friuli,IT,46.0931,13.4275,48.09,55,0,6.58,clear sky
622,Chumikan,RU,54.7183,135.315,28.56,77,100,6.29,light snow
623,Nisia Floresta,BR,-6.0911,-35.2086,81.41,87,73,5.03,broken clouds
624,Somerset,US,40.5668,-74.5496,57.07,75,100,16.11,overcast clouds
625,Bindura,ZW,-17.3019,31.3306,61.41,90,43,2.82,scattered clouds
626,Darhan,MN,49.4867,105.9228,48.07,37,76,3.13,broken clouds
627,Wakkanai,JP,45.4094,141.6739,46.38,81,75,17.27,broken clouds
628,Khasan,RU,42.4308,130.6434,50.38,45,59,1.59,broken clouds
629,Shiloh,US,38.5614,-89.8973,54.75,40,0,8.05,clear sky
630,Richards Bay,ZA,-28.783,32.0377,63.3,89,100,6.82,overcast clouds
631,Paidha,UG,2.4167,30.9855,60.8,79,100,3.85,overcast clouds
632,Ekibastuz,KZ,51.6667,75.3667,57.4,53,100,4.23,overcast clouds
633,Den Helder,NL,52.9599,4.7593,49.98,69,11,7.0,few clouds
634,Terrace Bay,CA,48.7834,-87.1,25.74,83,100,8.66,overcast clouds
635,Gunjur,GM,13.2019,-16.7339,68.11,84,11,16.26,few clouds
636,Tessalit,ML,20.1986,1.0114,71.56,22,100,10.45,overcast clouds
637,Mwense,ZM,-10.3845,28.698,65.34,97,100,3.18,light rain
638,Bathsheba,BB,13.2167,-59.5167,79.41,78,75,18.41,broken clouds
639,Hanzhong,CN,33.0728,107.0303,53.01,65,100,0.29,overcast clouds
640,Kartarpur,IN,31.44,75.4997,75.0,26,4,4.05,clear sky
641,Juneau,US,58.3019,-134.4197,44.83,56,100,4.61,overcast clouds
642,Seagoville,US,32.6396,-96.5383,66.76,77,75,13.8,broken clouds
643,Jaque,PA,7.5175,-78.1703,79.23,86,100,5.23,light rain
644,Buala,SB,-8.145,159.5921,82.54,74,85,3.51,light rain
645,Areosa,PT,41.7178,-8.8571,54.63,88,93,4.65,overcast clouds
646,Tortosa,ES,40.8125,0.5216,61.43,50,0,9.84,clear sky
647,Tammisaari,FI,59.9736,23.4339,32.9,85,21,4.63,few clouds
648,Kalmunai,LK,7.4167,81.8167,78.78,88,11,9.6,few clouds
649,Yar-Sale,RU,66.8333,70.8333,11.62,87,100,14.41,overcast clouds
650,Talcahuano,CL,-36.7167,-73.1167,53.82,81,2,3.0,clear sky
651,Ceyhan,TR,37.0247,35.8175,51.64,60,2,3.38,clear sky
652,Trincomalee,LK,8.5711,81.2335,79.65,85,64,6.69,broken clouds
653,Skowhegan,US,44.7651,-69.7192,44.38,95,100,2.55,moderate rain
654,Margate,GB,51.3813,1.3862,51.31,83,90,1.01,overcast clouds
655,Srednekolymsk,RU,67.45,153.6833,17.11,87,100,6.89,overcast clouds
656,Gamboula,CF,4.1178,15.1393,71.6,79,11,2.68,few clouds
657,Paka,MY,4.6374,103.4368,80.53,89,40,0.0,thunderstorm
658,Flinders,AU,-34.5833,150.8552,75.06,65,3,10.0,clear sky
659,Bistret,RO,43.9,23.5,51.76,72,100,10.13,overcast clouds
660,Zlobin,HR,45.2924,14.6541,42.1,45,20,16.11,few clouds
661,Visnes,NO,59.3556,5.2242,41.05,81,100,9.22,overcast clouds
662,Abu Samrah,SY,35.3029,37.1841,58.14,42,0,2.64,clear sky
663,Bubaque,GW,11.2833,-15.8333,75.18,73,15,25.1,few clouds
664,Tutoia,BR,-2.7619,-42.2744,78.67,83,100,4.47,overcast clouds
665,Aracati,BR,-4.5617,-37.7697,78.13,86,33,7.0,scattered clouds
666,Black Forest,US,39.0131,-104.7008,48.74,38,0,26.46,clear sky
667,Bilibino,RU,68.0546,166.4372,21.58,81,97,2.1,overcast clouds
668,Lichinga,MZ,-13.3128,35.2406,64.49,100,75,11.5,broken clouds
669,Muncar,ID,-8.4333,114.3333,81.93,79,100,2.13,overcast clouds
670,Pakxan,LA,18.3778,103.6601,78.26,79,100,2.51,light rain
671,Kenora,CA,49.8167,-94.4337,29.37,40,20,5.75,few clouds
672,Taunggyi,MM,20.7833,97.0333,71.37,58,12,3.65,few clouds
673,Peno,RU,56.9262,32.7426,25.07,96,9,5.93,clear sky
674,Marshfield,US,44.6689,-90.1718,36.48,48,100,16.11,overcast clouds
675,Hirara,JP,24.8,125.2833,71.87,68,75,10.36,broken clouds
676,Anloga,GH,5.7947,0.8973,82.33,78,68,10.83,broken clouds
677,Trairi,BR,-3.2778,-39.2689,77.47,84,89,3.69,overcast clouds
678,Palotina,BR,-24.2839,-53.84,61.56,74,0,2.39,clear sky
679,Ambon,ID,-3.6954,128.1814,86.14,74,20,6.91,few clouds
680,Guiglo,CI,6.5456,-7.4966,72.25,98,100,1.66,overcast clouds
681,Port Hawkesbury,CA,45.6169,-61.3485,52.72,63,0,14.97,clear sky
682,San Esteban,HN,15.2,-85.75,90.5,69,18,4.63,few clouds
683,Jaguarao,BR,-32.5661,-53.3758,57.42,83,2,5.35,clear sky
684,Wewak,PG,-3.5534,143.6268,85.96,65,54,3.87,broken clouds
685,Savannakhet,LA,16.566,104.751,80.58,71,48,7.76,scattered clouds
686,Porbandar,IN,21.6422,69.6093,79.25,72,0,9.19,clear sky
687,San Borja,BO,-14.8167,-66.85,70.9,71,48,3.78,scattered clouds
688,Muroto,JP,33.2833,134.15,58.78,48,95,3.42,overcast clouds
689,Sena Madureira,BR,-9.0656,-68.6569,74.34,84,28,1.95,scattered clouds
690,Upata,VE,8.0086,-62.3989,73.92,79,88,7.4,overcast clouds
691,Lewistown,US,40.5992,-77.5714,50.72,90,75,14.97,broken clouds
692,Korla,CN,41.7597,86.1469,52.07,13,0,1.81,clear sky
